中央机构,地市级政府,区县级政府,乡镇级政府,村委会,居委会,街道办,公安机关,公证处,法院,司法局,检察院,消防局,工商局,税务局,财政局,民政局,交管局,电信局,测绘院/勘测院/规划院,海关,"委,办,局",档案馆,产权交易中心,涉外机构,驻地机构,党派团体,福利机构
,深圳市发展和改革局,宝安区人民政府教育督导室,宝安区人大常委会新安街道工作委员会,,合水口社区中屯居民小组,,宝安交警大队观澜中队,深圳市信息安全测评中心(同心路),,,,新安街道上合社区消防应急分队,工商物价管理工作茂业城联络站,公明国税分局办税服务厅,,,龙岗区交通局坪山交通管理所,,,,宝安区福永街道城市管理办公室,,茂业地产租售中心,美国诚信集团公司深圳代表处,河南省商丘市人民政府驻深圳办事处,宝安区大浪街道商会,皇岗村老人之家
,深圳市农业局,宝安区环保水务工程建设管理中心,宝安区新安街道劳动管理所,,锦湖社区居民委员会,,宝岗派出所治安报警点,深圳市信息工程质量监督检验总站(同心路),,,,新安街道海乐社区消防应急分队办公室,工商行政管理局坪地工商所,公明国税分局,,,龙岗巡警大队车辆违例处理室,,,,宝安区福永街道退休职工管理委员会,,美联物业代理有限公司新洲分行,美国利维金融投资有限公司深圳代表处,河南省对外贸易经济合作厅驻深圳办事处,宝安区公路局龙华工区工会委员会,横岗镇颐养院
,深圳港铜鼓航道建设办公室,宝安区预防职务犯罪领导小组办公室,宝安区光明街道劳动保障事务所,,金鹏社区居民委员会,,宝安区交警大队石岩中队,深圳市室内设计国家职业技能鉴定所,,,,西乡流塘社区兼职消防队,公明工商所,光明新区地方税务局办税服务厅,,,罗湖大队交通违法处理室,,,,宝安区出租屋综合管理办公室怀德管理组,,名商置业,美国派特杰有限公司深圳代表处,惠来政府驻深圳办事处,宝安观澜个私工会联合会维柯特高尔夫用品公司基层工会,皇岗村老人之家
,深圳市港务管理局港口规费征收站,宝安区法律援助处松岗工作站,宝安区城市管理行政执法局民治街道执法队,,金城社区居民委员会,,布吉公交派出所,沙井街道职业技能鉴定点,,,,新南社区消防安全委员会,光明工商所(河心北路),国家税务总局海洋石油税务管理局深圳征收处,,,龙岗巡警大队扣车场,,,,宝安区安全生产执法监察大队福永街道中队,,铭正地产,美商格拉西克电子有限公司深圳代表处,黑龙江省人民政府驻深圳办事处,宝安区福永街道关心下一代工作委员会,还原美色斑暗疮疗养中心(南山怡海店)
,深圳市机动车排污监督管理办公室,宝安区网吧设立申请报名点,宝安区政协委员新安街道联络站,,葵新社区居委会(白二小区南),,宝岗派出所,深圳市光明新区检验中心,,,,,光明工商所(河心北路),观澜地税所(新澜大街),,,龙岗区交通局坪山交通管理所,,,,宝安区福永镇处理历史遗留违法私房及生产经营性违法建筑办公室,,前海置业,美国安利吉公司深圳代表处,湖北省人民政府驻深办事处,宝安区福永街道老年人协会,还原美色斑暗疮疗养中心(华侨城店)
,深圳市质量保证中心,宝安区城市管理办公室排水管理处1号雨水泵站,宝安区西乡街道城市管理办公室,,罗湖区东门社区居民委员会,,宝山派出所,深圳市宝安区公证处,,,,,光明工商所(碧眼路),罗湖区地方税务局部分管理科临时办公点,,,梅林车管所,,,,宝安区福永街道卫生办公室,,清水河房屋租赁管理所,美国IR国际控股公司深圳代表处,湖南省攸县人民政府驻深圳办事处,宝安区文联沙井分会,嘉南社区社会捐助接收工作点
,深圳市第一次全国污染源普查工作办公室,宝安区投资联合办公服务中心,宝安区西乡街道市政服务中心,,莲花街梅富社区居民委员会,,宝安区交警大队公明中队,深圳市罗湖区公证处,,,,,观澜工商所,罗湖地方税务征收分局东门代征点,,,梅林车管所,,,,宝安区福永街道防火办公室,,清水河房屋租赁管理所,美国力科公司深圳代表处,惠州市对外经济贸易委员会驻深圳办事处,宝安区老年人体育协会沙井分会,康健助残综合服务中心
,深圳市涉外无线电管理站,宝安区文化市场行政执法大队,宝安区人大常委会松岗街道工作委员会,,龙尾社区居民委员会,,宝安区森林治安巡防大队西乡分队,深圳市宝安区公证处,,,,,港湾工商所,罗湖区南湖街道办事处税费代征点,,,梅林车管所,,,,宝安区新安街道新安湖社区居委会人民调解委员会,,润鹏花园管理处,美国斯丹频有限公司深圳代表处,湖南省人民政府驻深圳办事处,宝安区公路局新桥工区工会委员会,坑梓敬老院
,深圳市安全生产监督管理局信访室,宝安区文化市场管理工作领导小组办公室,布吉街道办事处,,莲花街道狮岭社区居民委员会,,宝安区沙井街道沙塘股份有限公司治安联防队,深圳市建设局质检站,,,,,工商行政管理局坪地工商所,罗湖国家税务征收分局东门代征点,,,南山交警大队第一扣车场,,,,宝安区新安街道房屋租赁管理所,,荣合物业,欧惕目深圳代表处,湖南省人民政府驻深圳办事处,宝安区沙井坣福来纸品厂工会基层委员会,坑梓敬老院
,深圳市渔政渔港监督管理处(新洲路),宝安区扫黄打非领导小组办公室,白石洲东社区出租屋管理服务中心,,龙华街道瓦窖排社区居民委员会,,创业路社区警务室,深圳市室内设计职业技能鉴定所,,,,,公明工商所,龙岗区地方税务局坂田税务所,,,南山交警大队第一扣车场,,,,宝安区新安街道房屋租赁管理所行政执法队,,深圳市东方创富地产顾问有限公司,日本01工业设计株式会社深圳代表处,湖南省人民政府驻深圳办事处,宝安交通运输协会交通法规咨询服务点,罗湖区东门街道立新社区老年人日间照料中心
,深圳市建筑新技术推广中心,宝安区刑释解教人员安置帮教工作领导小组办公室,宝安区城市管理行政执法局石岩街道执法队,,龙华街道龙园社区居民委员会,,蔡屋围清庆新村社区民警办公点,深圳市公安局法医鉴定委员会法医门诊,,,,,桂园工商所,龙岗区国家税务局横岗税务分局(六和路),,,坪山交通运输局办证服务大厅,,,,宝安区公共房产局,,深圳市易路商务服务有限公司深健大厦管理处,日立空调系统(上海)有限公司深圳办事处,河北省商务厅驻深圳办事处,宝安区新安街道建安社区居委计划生育协会,罗湖区翠宁老人日间照料中心
,深圳市深台经济文化交流服务中心,宝安区老校改造新校建设工作办公室,宝安区人大常委会公明街道工作委员会,,龙华街道同胜社区居民委员会,,翠竹派出所水贝村社区警务室,深圳市工艺服装职业技能鉴定所,,,,,港湾工商所,龙岗区地方税务局南湾税务所,,,坪山交通运输局办证服务大厅,,,,宝安区出租屋综合管理办公室新安管理所宝民站文雅管理组,,世华地产钰龙园分行,日本田中贵金属株式会社深圳代表处,河北省商务厅驻深圳办事处,宝安区爱国卫生运动委员会办公室,龙岗区坂田街道五和社区老年人日间照料中心
,深圳市卫生局,宝安区房屋公用设施维修基金管理中心,宝安区公明街道工作委员会,,龙西社区居民委员会陂头肚居民小组,,草埔派出所,深圳市港口工程质量监督站,,,,,工商行政管理(樟富北路),龙岗区国家税务局平湖税务分局,,,全省车辆违章代办,,,,宝安区劳动局,,世华地产荔香源分行,日本路碧康株式会社深圳代表处,黑龙江省商务厅驻深圳办事处,宝安区新安街道新安湖社区妇女工作委员会,乐乐公寓
,深圳市法制局,宝安区农业科学技术推广中心,宝安区西乡街道城市管理办公室,,龙西社区居民委员会陂头肚居民小组,,翠竹派出所户政室,深圳质量认证中心,,,,,观澜工商所,龙岗区国家税务局稽查局,,,全省车辆违章代办,,,,宝安区西乡街道普及法律常识办公室,,世华地产美庐分行,日本铃木科技株式会社深圳办事处,黑龙江省商务厅驻深圳办事处,宝安区新安街道建安社区资源共享协商会,乐乐公寓
,深圳市对外经济贸易服务中心,宝安区公路路政稽查所新桥分所,宝安区西乡街道市政服务中心,,梅林一村社区居民委员会,,翠鹏社区警务室,深圳市质量监督技术资讯中心,,,,,桂园工商所,龙岗区地方税务局南湾税务所办税服务厅,,,全省车辆违章代办,,,,宝安区西乡街道人民调解委员会,,深圳市领汇行房地产顾问有限公司,瑞士爱斯达公司深圳代表处,杭州市人民政府驻深圳办事处,宝安区新安街道新安湖社区关心下一代工作委员会,罗湖区社工德福居家养老服务点
,深圳市交通局港航管理分局,宝安区人民调解工作指导委员会办公室,宝安区龙华街道财政办公室,,民治居委会,,彩虹社区警务室,深圳市质量技术监督局下属机构,,,,,光明工商所(河心北路),龙岗区地方税务局坂田税务所办税服务厅,,,蛇口港公安局交警大队客运站中队,,,,宝安区民政局婚姻登记处,,时光新贵地产,日本EXEMODE株式会社深圳代表处,杭州市人民政府驻深圳办事处,宝安区离退休教师协会宝城工作组,罗湖社区社会捐助接受工作点
,深圳市贸促会,宝安区依法治区领导小组办公室,宝安区龙华街道人民调解委员会,,民治办事处北站社区居民委员会,,赤尾社区治安保卫工作委员会,深圳市宝安区建设机械检测中心,,,,,湖贝工商所,龙岗地税分局,,,蛇口港公安局交警大队扣车场,,,,宝安区观澜街道劳动和社会保障事务所,,深圳市深供物业用电服务有限公司,日本株式会社优衣库深圳代表处,河北省人民政府驻深圳办事处,宝安区茶文化研究会,老围社区星光老年之家
,深圳市政府投资项目评审中心,宝安区关心下一代工作委员会,宝安区龙华街道会计核算中心,,民新社区居民委员会,,茨田埔社区联防队,沙井街道职业技能鉴定点,,,,,湖贝工商所,龙岗区地方税务局布吉税务所办税服务厅,,,深圳市公安局车辆管理所,,,,宝安区出租屋综合管理凤凰山管理组,,深圳市星联地产顾问有限公司港诚分公司,日本新日电子有限公司深圳代表处,河北省人民政府驻深圳办事处,宝安区茶文化研究会,罗湖区东湖街道离退休人员社区服务活动中心
,深圳市查处违法建筑领导小组办公室,宝安区12348法律服务指挥(协调)中心,宝安区城市管理行政执法局新安街道执法队,,梅园社区居民委员会,,草埔派出所,深圳市信息安全测评中心,,,,,横岗工商所,龙岗区地方税务局布吉税务所,,,深圳市公安局交通警察局车辆管理服务站,,,,宝安区龙华街道办安全生产监督管理办公室,,深圳市田心实业股份有限公司文宅大楼管理处,瑞士恩吉提斯股份有限公司深圳代表处,河北省人民政府驻深圳办事处,宝安区教育局关心下一代工作委员会直属单位工作组,莲花街道办事处莲花北社区居家养老服务站
